Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14
0.038955778,0.030623964965343475,0.02573738805949688,0.56468266248703,0.01855299435555935,0.03488427400588989,0.030713047832250595,0.026765720918774605,0.04388105869293213,0.023293346166610718,0.02839791588485241,0.024119103327393532,0.044695619493722916,0.011416975408792496,0.053280171006917953
0.018693123,0.7949190139770508,0.012350196950137615,0.010877203196287155,0.01673940010368824,0.014737796038389206,0.012843647040426731,0.021057026460766792,0.01117741223424673,0.013626862317323685,0.011573655530810356,0.021449824795126915,0.025573642924427986,,
0.13910659,0.8427522778511047,0.014333568513393402,,,,,,,,,,,,
0.984794,,,,,,,,,,,,,,
0.052109607,0.2643796503543854,0.6692301630973816,,,,,,,,,,,,
0.22333167,0.04473651200532913,0.7231665849685669,,,,,,,,,,,,
0.085336156,0.3147099018096924,0.10388726741075516,0.47032275795936584,,,,,,,,,,,
0.21587975,0.7501147985458374,,,,,,,,,,,,,
0.1028356,0.47295820713043213,0.4105573892593384,,,,,,,,,,,,
0.31143096,0.2594112157821655,0.39064109325408936,,,,,,,,,,,,
0.98725784,,,,,,,,,,,,,,
0.37127027,0.054014891386032104,0.047975845634937286,0.5095254182815552,,,,,,,,,,,
0.12673612,0.8416566252708435,,,,,,,,,,,,,
0.10219175,0.027477189898490906,0.023699823766946793,0.06256210058927536,0.7197003960609436,0.060273800045251846,,,,,,,,,
0.16532935,0.04121246561408043,0.6478200554847717,0.12369094043970108,,,,,,,,,,,
0.17954688,0.7217910885810852,0.03651540353894234,,,,,,,,,,,,
0.318142,0.19295667111873627,0.22519929707050323,0.23050205409526825,,,,,,,,,,,
0.41404477,0.09155289083719254,0.2007269710302353,0.12190932035446167,0.0986415445804596,0.07037948817014694,,,,,,,,,
0.49937984,0.3194426894187927,0.15773160755634308,,,,,,,,,,,,
0.31153056,0.6449443697929382,,,,,,,,,,,,,
0.6407811,0.20484106242656708,0.13579177856445312,,,,,,,,,,,,
0.51548797,0.1488441377878189,0.294716477394104,,,,,,,,,,,,
0.025263363,0.03381696343421936,0.1459074765443802,0.2107757329940796,0.36736467480659485,0.0807441920042038,0.1267147809267044,,,,,,,,
0.037001446,0.7815642356872559,0.056750472635030746,0.02271207422018051,0.05881115421652794,0.04018910601735115,,,,,,,,,
0.91038775,0.011117266491055489,,,,,,,,,,,,,
0.451503,0.21766482293605804,0.08086568862199783,0.1359904259443283,0.1044822484254837,,,,,,,,,,
0.170624,0.20270155370235443,0.1535777449607849,0.4428708255290985,,,,,,,,,,,
0.2744083,0.15175789594650269,0.20302709937095642,0.3261047303676605,,,,,,,,,,,
0.09242685,0.16811136901378632,0.02260199747979641,0.22457487881183624,0.025995345786213875,0.44173723459243774,0.021362271159887314,,,,,,,,
0.085059054,0.06686673313379288,0.05619700253009796,0.04949445277452469,0.04051004350185394,0.07616902142763138,0.06706124544143677,0.05844234302639961,0.09581328928470612,0.05086049064993858,0.062006205320358276,0.052663516253232956,0.09759186953306198,0.024928707629442215,0.11633601784706116
0.4357469,0.5449788570404053,,,,,,,,,,,,,
0.31715137,0.6403017044067383,,,,,,,,,,,,,
0.14020814,0.06238393858075142,0.15918025374412537,0.0636608824133873,0.09251642227172852,0.36045148968696594,0.027316289022564888,0.08486341685056686,,,,,,,
0.22022651,0.04561473801732063,0.41977569460868835,0.05491332337260246,0.09207216650247574,0.07238056510686874,0.09161277860403061,,,,,,,,
0.67448854,0.2986442446708679,,,,,,,,,,,,,
0.27133894,0.03734155371785164,0.1266951858997345,0.263489693403244,0.022200869396328926,0.2556929290294647,0.016685226932168007,,,,,,,,
0.42323416,0.06347882002592087,0.033624131232500076,0.06196068599820137,0.37226253747940063,0.03013347089290619,,,,,,,,,
0.51363677,0.45142218470573425,,,,,,,,,,,,,
0.23239057,0.33288928866386414,0.4268397092819214,,,,,,,,,,,,
0.20906287,0.10545113682746887,0.6440404653549194,0.025377243757247925,,,,,,,,,,,
0.06189296,0.1467124968767166,0.45353347063064575,0.13719147443771362,0.19198134541511536,,,,,,,,,,
0.025263641,0.019860224798321724,0.016691185534000397,0.014700447209179401,0.3635241687297821,0.022623132914304733,0.01991799846291542,0.01735807955265045,0.37994953989982605,0.015106177888810635,0.018416589125990868,0.015641696751117706,0.028989778831601143,0.03455319628119469,
0.037829146,0.42909005284309387,0.07247690856456757,0.10754401981830597,0.3442282974720001,,,,,,,,,,
0.30390698,0.39298367500305176,0.27371135354042053,,,,,,,,,,,,
0.028779145,0.7601208090782166,0.16423484683036804,0.04018865525722504,,,,,,,,,,,
0.044706337,0.25767141580581665,0.05994149297475815,0.1599409431219101,0.10918539017438889,0.36536890268325806,,,,,,,,,
0.025263032,0.019859768450260162,0.016690801829099655,0.014700108207762241,0.012031692080199718,0.725615382194519,0.01991753838956356,0.017357679083943367,0.028457161039114,0.015105829574167728,0.018416164442896843,0.015641337260603905,0.028985576704144478,0.03455395996570587,
0.2331103,0.05951209366321564,0.23083476722240448,0.42685407400131226,0.04543802887201309,,,,,,,,,,
0.01851977,0.13119900226593018,0.6317058205604553,0.207722470164299,,,,,,,,,,,
0.73420423,0.23957648873329163,,,,,,,,,,,,,
0.052543685,0.10962360352277756,0.8145825266838074,,,,,,,,,,,,
0.08357192,0.2933797836303711,0.5979709029197693,,,,,,,,,,,,
0.32530585,0.22348713874816895,0.14609315991401672,0.2947516143321991,,,,,,,,,,,
0.70276123,0.12171439826488495,0.15175004303455353,,,,,,,,,,,,
0.32084534,0.07563380151987076,0.11056434363126755,0.10637662559747696,0.1511913239955902,0.11875603348016739,0.033381395041942596,0.07844667881727219,,,,,,,
0.22548687,0.11994386464357376,0.06338893622159958,0.06773072481155396,0.4191909730434418,0.09690266847610474,,,,,,,,,
0.24175961,0.0787195935845375,0.09323540329933167,0.10344447195529938,0.23682595789432526,0.017382144927978516,0.22296658158302307,,,,,,,,
0.74618703,0.21338382363319397,0.03503800928592682,,,,,,,,,,,,
0.18977138,0.3041172921657562,0.4243171811103821,0.0626722127199173,,,,,,,,,,,
0.18187107,0.22591139376163483,0.5686492323875427,,,,,,,,,,,,
0.2562661,0.030286183580756187,0.7024837732315063,,,,,,,,,,,,
0.546946,0.4288194477558136,,,,,,,,,,,,,
0.37075856,0.12434660643339157,0.1962558478116989,0.29758667945861816,,,,,,,,,,,
0.30797118,0.609686017036438,0.011116854846477509,,,,,,,,,,,,
0.25881594,0.05197317898273468,0.1342461258172989,0.12324359267950058,0.05041880160570145,0.09576603770256042,0.2758445143699646,,,,,,,,
0.17527455,0.027736466377973557,0.3882286548614502,0.03419796749949455,0.08595298230648041,0.13789594173431396,0.12027222663164139,0.027514537796378136,,,,,,,
0.3179682,0.12879085540771484,0.5396360158920288,,,,,,,,,,,,
0.06347165,0.11764046549797058,0.4699968099594116,0.026014134287834167,0.10648901760578156,0.20052823424339294,0.013824552297592163,,,,,,,,
0.95744073,,,,,,,,,,,,,,
0.072820626,0.9185444116592407,,,,,,,,,,,,,
0.28541392,0.024286514148116112,0.010257636196911335,0.6759467720985413,,,,,,,,,,,
0.4514589,0.10752677172422409,0.1976313292980194,0.12732987105846405,0.07160104066133499,0.04153092950582504,,,,,,,,,
0.2801021,0.680715799331665,,,,,,,,,,,,,
0.2621294,0.03335622325539589,0.6843167543411255,,,,,,,,,,,,
0.35681567,0.6082475185394287,,,,,,,,,,,,,
0.5142852,0.03418361768126488,0.4093719720840454,0.03916657343506813,,,,,,,,,,,
0.9106902,0.08078925311565399,,,,,,,,,,,,,
0.38345006,0.5627785921096802,,,,,,,,,,,,,
0.019305421,0.029139436781406403,0.04166557267308235,0.03460746258497238,0.15436683595180511,0.33630305528640747,0.03531598299741745,0.3473707139492035,,,,,,,
0.04705143,0.027225669473409653,0.16448508203029633,0.37322336435317993,0.1226174533367157,0.2245279997587204,0.03692595660686493,,,,,,,,
0.3776026,0.23468831181526184,0.07453835755586624,0.019298428669571877,0.013424232602119446,0.013737175613641739,0.208352193236351,0.05682673677802086,,,,,,,
0.36180753,0.09796686470508575,0.5370333194732666,,,,,,,,,,,,
0.085059054,0.06686673313379288,0.05619700253009796,0.04949445277452469,0.04051004350185394,0.07616902142763138,0.06706124544143677,0.05844234302639961,0.09581328928470612,0.05086049064993858,0.062006205320358276,0.052663516253232956,0.09759186953306198,0.024928707629442215,0.11633601784706116
0.038955778,0.030623966827988625,0.02573738992214203,0.5646826028823853,0.0185529962182045,0.03488427773118019,0.030713049694895744,0.026765722781419754,0.04388106241822243,0.023293348029255867,0.02839791774749756,0.02411910519003868,0.044695623219013214,0.01141697634011507,0.05328017473220825
0.018693125,0.794918954372406,0.012350198812782764,0.01087720412760973,0.01673940196633339,0.014737808145582676,0.012843647971749306,0.02105702832341194,0.01117741409689188,0.013626864179968834,0.011573657393455505,0.021449832245707512,0.02557365410029888,,
0.1665386,0.7134264707565308,0.0964149609208107,,,,,,,,,,,,
0.34211457,0.46937066316604614,0.1682356297969818,,,,,,,,,,,,
0.031618368,0.05584854260087013,0.04264127090573311,0.5192731618881226,0.3350742757320404,,,,,,,,,,
0.066049315,0.06276220083236694,0.17163696885108948,0.27239662408828735,0.20940706133842468,0.2079412341117859,,,,,,,,,
0.2942969,0.2540506422519684,0.2634085714817047,0.1700342893600464,,,,,,,,,,,
0.58428735,0.05705537274479866,0.03877813369035721,0.3141617774963379,,,,,,,,,,,
0.98725784,,,,,,,,,,,,,,
0.95565766,,,,,,,,,,,,,,
0.16750272,0.22996965050697327,0.5807523727416992,,,,,,,,,,,,
0.3728075,0.6185184717178345,,,,,,,,,,,,,
0.5711731,0.025135543197393417,0.1990586817264557,0.18910060822963715,,,,,,,,,,,
0.63313395,0.012311543338000774,0.32817044854164124,0.023463768884539604,,,,,,,,,,,
0.3097027,0.07589778304100037,0.5094589591026306,0.08847711980342865,,,,,,,,,,,
0.98529124,,,,,,,,,,,,,,
0.048919734,0.07735621929168701,0.19620081782341003,0.5482960343360901,0.12403222173452377,,,,,,,,,,
0.35001805,0.29958203434944153,0.10443595051765442,0.23189237713813782,,,,,,,,,,,
0.3256923,0.14923623204231262,0.2717997133731842,0.2339225709438324,,,,,,,,,,,
0.052004658,0.3204984664916992,0.3329741358757019,0.27372992038726807,0.016628794372081757,,,,,,,,,,
0.70388955,0.05736646056175232,0.10681962221860886,0.1250770390033722,,,,,,,,,,,
0.06712986,0.3547017574310303,0.1133618876338005,0.43595120310783386,,,,,,,,,,,
0.18869062,0.412666380405426,0.3439916968345642,,,,,,,,,,,,
0.19022322,0.1804492175579071,0.37174609303474426,0.22842808067798615,,,,,,,,,,,
0.056375705,0.31832030415534973,0.17895208299160004,0.24052779376506805,0.19461996853351593,,,,,,,,,,
0.12263809,0.07718835771083832,0.7722578048706055,0.02113155834376812,,,,,,,,,,,
0.06128529,0.9143702387809753,,,,,,,,,,,,,
0.57321876,0.12286645174026489,0.29676589369773865,,,,,,,,,,,,
0.22642142,0.34429606795310974,0.2422141283750534,0.17395411431789398,,,,,,,,,,,
0.18575798,0.1736118346452713,0.5346280932426453,0.10069718211889267,,,,,,,,,,,
0.9650239,,,,,,,,,,,,,,
0.31037828,0.11401338875293732,0.14089429378509521,0.3139397203922272,0.06943440437316895,0.03329302743077278,,,,,,,,,
0.017853282,0.4416213631629944,0.02239452488720417,0.0937085822224617,0.04819291830062866,0.07752269506454468,0.2945287227630615,,,,,,,,
0.18045463,0.2733958661556244,0.5166529417037964,,,,,,,,,,,,
0.09073951,0.4555790424346924,0.438997358083725,,,,,,,,,,,,
0.15975133,0.1846899390220642,0.19870996475219727,0.40488025546073914,,,,,,,,,,,
0.09203853,0.05488744378089905,0.11742911487817764,0.3856182396411896,0.33547085523605347,,,,,,,,,,
0.25417644,0.36420246958732605,0.22370050847530365,0.14591316878795624,,,,,,,,,,,
0.010503247,0.8883495330810547,0.012050840072333813,0.01436540111899376,,,,,,,,,,,
0.5124563,0.10650070011615753,0.18963758647441864,0.18377339839935303,,,,,,,,,,,
0.28232914,0.02278570458292961,0.09346430748701096,0.4722030758857727,0.019581306725740433,0.10658901184797287,,,,,,,,,
0.1345038,0.10276845842599869,0.7443369030952454,,,,,,,,,,,,
0.20200297,0.5500466227531433,0.24337373673915863,,,,,,,,,,,,
0.39402398,0.16508831083774567,0.43457314372062683,,,,,,,,,,,,
0.2522504,0.10214009881019592,0.2607494294643402,0.17683738470077515,0.18726137280464172,,,,,,,,,,
0.19682795,0.09804675728082657,0.6604489684104919,,,,,,,,,,,,
0.09177993,0.5622192025184631,0.17703129351139069,0.15541861951351166,,,,,,,,,,,
0.27840212,0.03856663405895233,0.18786007165908813,0.47476860880851746,,,,,,,,,,,
0.11691164,0.8520119786262512,,,,,,,,,,,,,
0.16095003,0.1867218166589737,0.15000544488430023,0.3102940618991852,0.18844303488731384,,,,,,,,,,
0.5486859,0.048625536262989044,0.12990905344486237,0.04143822193145752,0.08842740207910538,0.0509771853685379,0.03193693980574608,0.05782940611243248,,,,,,,
0.42740926,0.09816066920757294,0.05021382495760918,0.19067686796188354,0.07477167993783951,0.1471879631280899,,,,,,,,,
0.16769628,0.1552051603794098,0.299041748046875,0.31024661660194397,0.054192665964365005,,,,,,,,,,
0.15039916,0.15650784969329834,0.6805977821350098,,,,,,,,,,,,
0.9055999,0.02229171432554722,0.06144384667277336,,,,,,,,,,,,
0.31665617,0.6124229431152344,,,,,,,,,,,,,
0.21543506,0.1972421258687973,0.5505271553993225,,,,,,,,,,,,
0.21574481,0.06042715162038803,0.06478016078472137,0.4377647638320923,0.20992064476013184,,,,,,,,,,
0.49644095,0.4937639534473419,,,,,,,,,,,,,
0.05960432,0.4121628403663635,0.5032936930656433,,,,,,,,,,,,
0.69148064,0.028674598783254623,0.018528837710618973,0.1343269795179367,0.09427551925182343,0.020207934081554413,0.01006736047565937,,,,,,,,
0.077987865,0.06793855130672455,0.30548229813575745,0.5309842824935913,,,,,,,,,,,
